Link to Post,Source,Comments,Labels
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Mamzel Christel Mais non ! Cé juste à cause de la pandémie et des variants . Zotte ki à l'origine pou transporte la maladie mortelle ! Cé pourquoi ki par précaution, ki pé dire ça! Zotte ine sauvé parcequi Zotte conné ki la mort capave attrape zotte. Mé au lieu amène ène lézotte travailleurs, pou risqué la vie mauriciens, ti capave renouveller zotte contrat de 2 ans kine fini pour 1 an encore. Et li nou ti pou safe ! Pa conné ki sa compagnie ki ine faire conditions travail ,kifaire li pa ti capave faire autrement ! Nou pé confiné avec toutes ces conséquences, dimounes pé perdu travail, nou privé à cause banne voyageurs ! Comprend la situation un peu !",1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Patricia Lebon ki variant Bangladeshi ena???,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Mamzel Christel wi, mem sa bann Morisien touzour deteste bann travayer etranze, zot mem premie pou al travay dehor si gagn locazion!",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Christelle BC - Banne Bangladesh banne bon travailleurs manuels ,zotte professionnels, ça même ki énan exploite zotte. Au fait nous mauriciens, nous pas conné ki conditions ine faire are zotte pour 2 ans? Es-ce qui ou pa gagne l'occasion regarde banne vidéos ki pé passé en Inde ? Alle sur "" Sky news"", croire moi ki la situation bien dramatique, dimounes pé mort couma lichiens dans chemin ! Mo demende juste alle guette ça ène coup,zotte gouvernement aussi banne faire foute !Faire chagrin, faire peur et espèrons ki ça pa propage dans Maurice !",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Patricia Lebon Madam, ou pe koz Bangladeshi ou bien l'Inde la. Pa melanz tou. Ki variant ena Bangladesh? Eski ou kone ki India ek Bangladesh DEUX pays différents???",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Patricia Lebon et stp Patricia, fer nou kone ki variant Bangladeshi sa bann travayer la enn amenn Moris kan zot inn vinn Moris en 2019? Ki rapor entre situation dan India en ce moment ek sa bann travayer BANGLADESHI kinn arriv en 2019, la?

Reflechi bien avan reponn pou pa fer amalgam.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Christelle BC mo pe rod comprend mem ki rapport ena, mwasi bref.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mamzel Christel l’hypocrisie!,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Gillian A Troubat Mari ça,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Mamzel Christel Selment kan sa bann meme dimounes la ou soit zot piti alle overseas et recommence from scratch, ou bien gagne kit problème, lerla zot conne plorer dimane compatriotes ou les autres en aide!
Mais pou l’instant zot conne maltraite travayer étranger…alle comprend 🤷🏻‍♂️",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Gillian A Troubat ça em ena bezer la...,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Le probleme est juste a cause de ce covid on ne doit pas tout melange,que ce soit a Maurice ou en France , le problème est le même, la question est tout d 'abord est de regler le problème du Covid avant tout,pour moi cela est plus judicieux, respectons la vie de chacun, il me semble qu' en Inde c'est l écatombe, se serait iraisonnable d' accepter des travailleurs exterieurs ca serait de l insconcience pour ma part🙏🙂",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Pamela Pimpampoum Hiss ce sont des individus qui sont à Maurice depuis 2019,le fait qu'ils aient pris la fuite de peur de retourner dans leur pays alors qu'ils se sentent sans doute pour l'instant plus en sécurité à Maurice vient de l'instinct de survie comme tout autre être humain. Cependant la déferlante haineuse est à vomir.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mamzel Christel j imagine bien,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Gillian A Troubat comme partout,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Pamela Pimpampoum Hiss ki ou pe coz Covid ek India? Nou pe coz bann Bangladeshi kinn arriv Moris en 2019. Ki rapor ar Covid zot ena sa bann dimounn dan sa lartik la?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mamzel Christel c’est pas pou ene vie meilleure ki zot morice c’est de l’esclavage moderne. Ena dimoune pé fair bizness avec zot . Renvoyer ceux qui sont déjà là et ramener des autres 🤔Zot travaille en savatte dan béton. Ils ont mis les voiles ou ine arrive zot qq chose🤔,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Dorine Binette non je dis qu'ils se sont enfuis parce qu'il ne veulent pas rentrer au Bangladesh à cause de la situation actuelle avec le covid et la pauvreté. N'importe ki ça na ti pu réagir pareil kan to koner la faim et la pauvreté pe attan toi.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Dorine Binette nu koner ki zot pas vine Moris de gaité de coeur et ki zot conditions travay proche ek l'esclavage.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mamzel Christel Je les comprends 🙏🏽,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Dorine Binette moi mo fine trouvé qui kaliter misère et dominer ine faire avec zot koman zot pleurer coupe zot salaire fin du mois etc..,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Facil pu pren nissa ar zot non? Facile pu juge zot ? To pren toi mari supérieur acoz t koner banla pass mari mizer dan zot pays ek zot paret comik.B pa blier ki ena mari boku mauricien kuma tomem p vivre en cassiet, p tracer au noir ek p etre exploite dan leurope zis acoz 1 ti lavenir. Zot osi ena droit a 1 lavenir cam pa blier zot aussi humain.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer respect pou sa comment la ena bliyé a enn lepok mem ici dan moris ena ti p pran zot supérieur et ti p traite nou bane ancêtres parey,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer bravo man,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Yaseer mo marraine camarade are deux Bangladesh li habituer invite zot dan nou fete familiale zot vine travail pou aide zot fami ,ena mauricien fer mari dominer are zot ena meme atache zot couma liichien pou corige zot coma dire zot pas etre humain,",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer mais des fois mauricien encolere par linjustice du gouverment ca bane transaction louche entre linde mais malheureusement ti poule paye dan la place ti canard,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Stephanie Moutou li mari chagrinant kan to truv dimoune etre traite pareil. Et pourtan sa ban bangladeshi la zot travay mari dure ek pu bien the tigit cash zis pu aid zot fami laba. Mentalité dimoune kuma nu mem mari dan bez.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Pure verité,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer ageer,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer sa même sa frérot,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Sa wei frère
Well said!",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer ca l’esprit dominer là pas pou sanzé zamais . Zot encor bcp arriéré bizin bcp le temps pou sanze zot . Que dieu les aide à changer leur cœur de bourreau,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bien dr sa bravo,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mikhaël Ben Yashra'al,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer je rejoins tes propos. 👍,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Yaseer , Soyez bénis Monsieur.....Vous êtes Intelligent d'agir ainsi au lieu de Critiquer nos Prochains, pourquoibnevpas Tendre nos Mains pour les AIDER, PARTAGER ETC....

En effet, on oublie bien vite que nous avons des PARENTS qui sont en EUROPE, qui envoient de L'ARGENT à la Famille de l'île Maurice, il y en a encore des Mauriciens en EUROPE qui n'ont pas de Papiers pour habitaient légalement dans plusieurs Pays.....

C'est facile de critiquer les gens démunis (Pauvres).

Le Soleil se lève pour tout le MONDE ENTIER.🙏
Nous sommes tous des Sœurs et Frères sur cette TERRE, de passage...... On est là pour AIDER les UNS ET LES AUTRES.....
C'est ça la Vie... C'est le PARTAGE.
Que Dieu pardonne ceux qui ont une PIERRE à la Place d'un Cœur ❤.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Yaseer ,chapeau brother, bien dir sa",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Il faut nous POSER la question pourquoi les Bangladais sont PAUVRES dans un PAYS qui est aussi RICHE.....

LES BANGLADAIS SONT PAUVRES PARCEQU'ILS SONT DES MUSULMANS......🙏❤❤❤❤❤🙏

RÉFLÉCHISSEZ BIEN...",1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Sybille Chevalley Ils sont pauvres parce que le pays est surpeuplé ! Et la plupart ne sont pas éduqués ! Voilà ! Moi j'aurais une seule et unique question à poser : qui voudrait parmi vous léguer son travail pour un étranger ? Qu'il soit bangladais ou autres ??? Et en passant, ce serait définitivement bien si nous arrêtions de comparer l'Europe et île Maurice ! C'est incomparable ! 😬🤨",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,AV Toudi Laloz,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer bien dire sa frere,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Gio Vanillaice,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer well said dr,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer mo même mo ti n étrange dans lot pays mais mo fine bien traité mais aster couma nous capave agir mal avec zot,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,👍,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Yaseer
yasser mo d'accord avec toi MAIS frere ena bcoup MAURICIEN pa pe gagne travail partou BANGLADESHI pe gate travail par examples dan boulanger normalment kan FAIR Ça travail so JOURNEZ ou la NUITE bizin paye 800/- ou 1000/- DEPAN KI TO FAIR mais banne BANGLADESHI pe fair travail ZIS pu 250/- PARTOU CUMCA ki dan mason,plombier,Dan banne ti l'usine encor bcoup domains travail BANGLADESHI gate partou ena beaucoup banne Fami MAURICIEN PE SOUFFER ACOZ ZOT",1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer tellement vrai..nu tout humain avant tout..foder zamer nu blier sa,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yasin Khan sa li bien vrai. Nou bizin fer bien attention dccord bane bangladesh p vine tracer maurice mais de jours en jours zot p augmenter . Ki arrive si ene jour nou p travay dan ene compagnie li nek declare faillite mette tout mauricien dehors apres 2/3 mois tane dir compagnie reouvert zis ek travayer etranger. Ki nou fer lerla nou mauricien? Kot nou aller,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yaseer tres bien dit.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Pourtant, zotte pé mettre métro coma les Autres Pays...",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Aucun Mauricien pas pou oulé travaille pou ène salaire Misérable,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Ou kav vive au noir dans Maurice ou ? 😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,U will be able to find them on Sundays in port Louis .. That's the day most of them will come to buy Tambaku!!! 🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mathew Joseph hey mamu ena tambaku la😅😅😅😅,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mathew Joseph caudan zot place dan dimanche,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Péna okaine tifi 17 ans capav dénoncé kot zot été....?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Sarah Kumar zott content mange vollaille moris,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,sirtou ban REJECK la,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Nepli “chicken, chicken” aster, aster la “missing, missing “ 🤣",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Emmanuel Chan,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Surment « they found love in a hopeless place »,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Julietta Domingue e lerla fair minier enceinte,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Pravesh Dulloo bon met mineur enceinte la mauricien si fer li einn.. we are no saint,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Compagnie ki responsable, li p fer bel bel profits ar travayers étranger...bisin vote 1 laloi ki fer banela mem paie tous depense ki sa pou coute l'états pou rode sa bane deserteurs",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mervin Appadoo linley couronne encore pe occupe droit de l homme.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mervin Appadoo pa cauze quand pena cauze pou cauze n companie amen li et renbourse so ticket don li 1200 pou manger don li n dortoir la limier delo so permit travail eski to cone quand to met tou ensemble comien li arrive toi par moi,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Sanjay Ramcharan Ine fer bel depense tousa...ek bel profits aussi, comparé a main d'oeuvre local. Mais au final, ler banela bourré au lieu retourne dans zot pays, problème la vine pou kisanela???🤔🤔",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Gouvernement p prend travailler étrangers mem pou travail, o lieu continuer fer vini avec tout conséquence covid pou met nous pays en danger, renouvellé contrat de ses travailleurs étrangers fer zot continuer travail ici même, normal zot pou sauvé covid partout ou pensé zot pou rode retourne dans zot pays, ici zot dans bien",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Corrine Ley But they are hard working people,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mala See Pareil kouma nous mauricien nous osi nous travail dur,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,La société de construction est la grosse responsable de leur fugue.Elle les à exploités pendant 2 ans sans doute en faisant du bon travail de leur part et ensuite elle ne renouvelle pas leur contrat.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Kazenpai Fidezil Fallait renouveler leurs contrats alors que beaucoup de Mauriciens n'ont pas de travail ??,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yannick Le Méchant je voulais le dénoncer aussi parce que c'était mon premier avis sauf que dans tous les pays ont préfère chercher la main d'œuvre moins chère au lieu de proposer le travail aux compatriotes.Je partage donc votre avis,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Oui li vrai sa partout moricien oussi pe faire pareil dans lezot pays ne fait pas aux autres ce que tu ne veux pas qu'on te fasse,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Partou dan moris truv zot. Nimporte ki commerce surtou livraison meb ek atelier aluminium . Bizin ratisse partou ek retourn zot. Chk papier bann ki p marcher lor sime si zot en regle. Tous pays fer sa pou control immigration clandestin,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Dev Bhoyroo non pa tout...maurice out of service li,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Zot p rode enn miner pou met enceinte o plu vite 🤣😅 lerla nepli chicken chicken li vine missing missing 😂,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Real Pascal 😀😀,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,😂😂😂😂😂😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,B mo truve normal qui bann company recruitment Bangladesh ou autre nationality masson nest plu travail Journey aster Dan Maurice up to rs1000 dir n masson dementi moi mo donne li work nu geutte,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Rs 1800 journée 9 hrs 3hrs,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Raj Jogoo ena pas realizé ki maçonnerie cé aussi enn metié d'expérience et de précision... wadir n'importe ki capav fair ca...ena pas conscien mem ki fair lacaz ena faux carré ou ki fair crépisaz cloké ou toit coulé après mem pas 3 mois... si to resli trouve enn etranzé ki bon dans sa metié la... ki prend enbas rs 1000 journée mo tir sapo ar toi 🤭,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Sylvia Nicma ki lendroit ena maçon ki prend aussi cher? 🤭,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Kot moi en plis braconnier mo penser kan zot trouve 2 lotos dans la cour zot lizier sorti et moi kan mo pas diskit prix mo attane gagne 1 travaille professionnel mais c pas sa di tou et mo pose moi la kestion si encore ena dimoune professionnelle et honet dans sa bane métier la,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Sylvia Nicma ena li mais de moins en moins... pareil comment tailleur de pierre etc.. cé bann metié ki pas trop intéresse bann jeune surtout dans context maurice... cé vrai ki ena certain ki demande cher et apres kan gaite travail la li pas bon... mais des fois li des 2 coté kestion honnêté... ena aussi dimoune ki la pou exploité... soi lor bas prix ou pas zis maçon mais bizin fair inpé de tout... mais monn remarké ki mem ça bann etranzé la pé demann lor rs1000 journée de plus en plus... li bon enn coté ki zot pas laisse zot exploité,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bisin rode sa bane dimoune ki donne zot travail black market la parceki3 ena bcp ki sauver alle work en dehors,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Roody Eric bizen rod sa agent kin amen zot la,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mohamed Ibrahim Koya agent nepli ena sa ena zis nom qui agent aster bane qui vini avant c zot ki faire zot famille vini,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Non Ena ene agent ki Faire zot vini bizen pass par sa agent la agent la ousi chicken meme sa minimum 10000 par tete zot prend li rest st Pierre,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Their temporary visa might have been expired , they went missing so that they stay illegally in mauritius !!",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,banla bizin don gro bribe dan zot pays pu kpv vin maurice.. et ici nu fer dominere ar zot 🙄 lerla kan toi mauricien al dehor t pa envi ggn mem traitement..kin ariv humanité dan nou?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Tushaar Daiboo bien kozE sa man .. et lor ziz dimoune zot fort fort fort ...,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Tushaar Daiboo suis toute à fait d'accord avec toi kan mo p lire tout ça bane commentaire négatif la contre ca bane Bangladesh la ca me dégoûte en coire zot bane commentaire zot pena humilité dans zot sa bane dimoune la bon zis r jugé pffff,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Tushaar Daiboo faire sagrin ler guet zot fer dominere avek zot,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Enn tas Mauriciennes pou bez enceinte are zot sa.,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Jérôme Legallant lol ti 3/4 17ans,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,C’est chercher une aiguille dans une botte de foin!🤔😜,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Pareil ena mauricien sans papier dans la France parcequi malgré zot perna papier zot pli bien ki dans zot propre pi mo penser pou banla ousi li pareil,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Banla conner government pa prend conte, lor la camera safe city dodgy.. alor fer céki zot envie ! La police boir tap ek dimoune Korek sa , Ene madame minis ki zourer et Korek même , Ene lot prend conger politic, ayo ena Ene la liste. ..",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Vey kot laporte lekol jour election... pou gagne zot tou 🤭,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Sa misere zot passer certain ent zot la ena des quoi.ena mauricien vraimen nepli per fair malheureux plorer.pren zpt passport dir fair chantage,fausse promesse donne billet dimun la fini fair fami coner fair valise ,kan ler depart li al coner in pren so billet in donne lot.moi mme trouver shame lor sa ban patron coumsa la.mais coner larmes malheureux couler c ou business ki pu couler un zour kan karma traper.pren lexample lor ban patron ki manzer boir et guet zot ban travailleur equal,ban mark lhumaniter",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Just leave a 17 year old girl walking alone on the street, they will show up automatically! 😅",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Antish Nuckchady u made my day 😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Pna dialogue,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"atention, zot ena boucou sympatizan ek syndicat",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Antish Nuckchady My sincere apology to all the saints here present that got offended by a harmless joke 😅! I can understand that we all have our own issues and find it difficult to cope with others at times, however you need to get yourself together, and be strong, and not let others behaviour and comments affect your lives! You can do it!",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Shubham Mdh,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Eeeh' le peuple prend conne' en zafaire sérieux ca' déjà zote ressemble nou' et zote pe envahit nou zile,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"mo pas konai pou zot ,mais moi mo trouve zot tou ressembler moi, premiee 6 bangla ki mo zwene mo p sonne garde la 😂😂😂",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bryon Thakoor toujours to p la ! 😂🤦‍♀️🤦‍♀️,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Tros boucou pena control. Ena plis Bangladesh dan moris qui Marathi Culture,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Quand ou ti fer sa recherche la?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Chaya Jeewoonarain I'm sorry if I hurts you or anybody but this is the statistic 60k Bangladesh, 48k Marathi community",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,I don't get hurt easily. I have only asked a question about your source. Simple?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Government ki p envi sa, tous sa bne jeuness,ki dans moris p rode trvl pas p gagner pena ,Government p fer bne etranger vine trvl pu apres are nous cass ki nous contribuer pu bizin paye la police immigration are nous cass ,pu rode sa bne la change sa bne mentaliter zist pense paye bne Bangladesh tigit cass pu zotte lavantage personel, la dans nous bne moricien p rest sommer pas p gagne trvl acoz bne etranger ki fine prend place nous bne zeness",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Normal bisin bourer, ena bézé pou retourne land ek 20 million dimoune contaminer ek covid",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Cédric Bonorchis Bangladesh zot rester hein,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,🤣🤣🤣🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Cédric Bonorchis sitan to racist to p vine aveugle.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Ils veulent pas retourner en Inde car ils savent que c la mort qui les attend là-bas.,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Dabord tou resembler, et longuer parey.. astr p bisin met mask..b kuma pu koner dow",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,'bn écouté Pa bliey en Europe aussi ena beaucoup maricien sans papier bien dans difuculte aussi gouvernemt la p amen tous Étrangère talher ou mauricien ou pas pou ena place pour ou jote qui pour commende comments en Europe in arrive,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Jour ban bangla aller depi moris saem jour morisien aret manz di pain ek ban les rest ti lizine ki rester lasi ale lor fermr ki sana pou travail ladan morisien?bocu place cle zot occuper sa ban la but nou pa realizer.si zot pa croire essey etudier sa,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"They do know Mauritius is small, right? Someone will spot them soon.",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"On aurait dû renouveler leur contrat au lieu de faire venir d'autres pour 1 année encore ! Au lieu amène les autres depuis là-bas avec pandémie ecque so variants ! Pou sauvé, cotte pou allé ? Nou pé rôde comprend mé pas foutu!",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Zot p popom kan élections kosté zot pou vini,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,C pareil comme des mauricien ki partent a l’étranger essaye trace la vie. Zot sauve l’enfer pou tombe dans dans esperons le meilleur,0
