Link to Post,Source,Comments,Labels
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"English saying:-
"" a non starter""",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Pas blier cotomili .200millions dans coford.sa meme li pe rode revinne premier ministre.
.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Abe moV laryaz kifer Bruno bizin kritik Navin don moi 1 raison ar tw,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Vremen sa lepep la n lepep admirab to tye square sa... tousa lanè la ena parti politik kuma Resistance ek Alternatif , lalit et recemment in gagn 100% citoyen ki p milite contre tou ban demagogie ki ena dan nou politik local et societe mais personne napa ti p prend compte. kifer? parceki public content sensation et zot less zot mem etre couyonner par ban renard, Alors ban renards mem pou dirige ou et ou pou get banla vinn riche chaque 5ans. N ferfoute n poil pa pou changer ek sa mentalite pouritire la. ReA ti ban premier dimoun ki ti desan lor pomponette, lor mahebourg pou wakashio et lezot plusieur combat zot ti forefront. Akoz banla pa met costume et pa roul dans gro loto et pa amen role ventard oubien tapeur, zot pa prend compt...b mort kuma ban fourmi mem ek sa govt msm la, demain ptr pou revinn au pouvwat et mem kk pou marcher et zot pou continuer plaigner mem.",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Mo ti finnit prevenir zot...ki Bruno Laurette ..li 1 zom de Navin Ramgoolam. C'est Navin Ramgoolam ki paye so lapaye..! Li finn servi sitwayen pou berne lepep.! Samem so role.,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Le pays bien bien bizin navin ramgoolam mam pou le respire la sel cant tous viv navin ramgoolam mam,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Mehrab Ramjaun BOUR ZIS
ZOTS
TOUUUUSSS
DEHORS!!!!",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Eski tou sa bane plok ki contre navin pou vote Jack ou Pravin Dan's prochain election,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Mehrab Ramjaun nou fer cotomili vine présidente,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Gerard Seevathian b res pans cotomili mm pays pou avanC alor okk merciii,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Bruno leur à fait confiance mais aujourd'hui aulieu que l'opposition se batte pour notre pays, ils se disputent le pouvoir entre eux, le pays va très mal. Bruno à raison de ne plus les soutenir trop compliqué et dangereux, ils changent de bateaux trop rapidement.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Bruno c'est ene invention et marionette des fascistes du Parti Travailliste!,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,EIHH BYE LOUKAI ARETT VIN RACONTE SALADS SAN VINAIGRE EK DUMUN DOW KI DEMARSS SA PA VIN GATT Z MACARONI.....MAN,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,B kifer li bizoin critic li.,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Sidhanee Salim ah bon... Abé dire moi pou ki raison pas bizin kritik Navin do?? Pas samem Navin Ramgoolam ki ti amenn sa voleur pinokkio la dans no 8 pou la geurre contre so tonton?? Pas samem Ramgoolam ki ti tire pinokkio dans Cannes et remet li dans pouvoir ?? Mo espere ki ou reponn moi.. Merci,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Deenarain Lokee bhai Lokee tous politichien zote 1 sel famille sa saken aide so prosen si ou rentre ladan lerla ou pou conner,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Gm fane kk loposition fane kk ou problem r bruno pa leur pu rod rol dan sa pei la la,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Luisito Bottine péna rôle.. Parski li pé servi sitwayen pou crée parti politique.. Alors ki li ti dire ki zamais li pou fer politiques... A moin ki mo pé fer erreur ou toi ki pé rode impé rôle. Mais ziska ler.. Péna okenn vrai zom pé reponn mo question.. A moin ki to reponn sa.. Merci,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Pou ki rezon bisin kritik navin,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Dominique Hippolyte ah bon... Abé dire moi pou ki raison pas bizin kritik Navin do?? Pas samem Navin Ramgoolam ki ti amenn sa voleur pinokkio la dans no 8 pou la geurre contre so tonton?? Pas samem Ramgoolam ki ti tire pinokkio dans Cannes et remet li dans pouvoir ?? Mo espere ki ou reponn moi.. Merci,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Deenarain Lokee C'est pas ene raison valable Pou critik NCR.,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Coffre-fort, soornack etc etc etc... premier dinausor dans loris c'est navin.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Urmila Seenundun li éna 63 scandale.. Kan li ti PM... Eski bizin réfère li confiance...??? A moin ki ou pé amenn rôle de fake profile zis pou protege Navin.. Vinn prouve moi le contraire.. Merci,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Deenarain Lokee b lerla c bruno ki bisin critik li .critike pa pou change nanier .c population ki bisin change sa manir vote . Surtou vot comunal la,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Dominique Hippolyte OK merci pour to analyse.. Ki seryé net... Mais ène critique li bizin de tout koté... Pas ène sel bore..! Et sak kritik bizin constructif.. Merci,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Navin en san compran , si li ti retir li couman ban lezot pou PM, lentante entre ban loposition ti pou fou PINOKIO en baiser qui dan municipal ou general. PINOKIO in saisi tou so ban millions, a cause ca qui li anvi pran so revenge mai cest nou le PEUPLE qui perdi tou. Pa cause BRUNO depi longtemp le PEUPLE in fini decouver so role , ler li ti faire meeting dan p.verte ti bizin ecoute li et ban dimoune qui ti ar li.Bruno dire li pou nage dan bassin MMM ek PMSD , vini monoire nou pou faire toi nage dan SEC pena narien garder pou toi ici.To croire to fine vine trop fort , mo met toi au DEFI si to gagne ca quantite dimoune qui ti ena le 29 et13 .Dire parti PTR donne toi coudemain, nou guetter si zot tousel zot gagne couman le 29.MO PLOC",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Patrick Cornell to pe d'accord met PRB ou Badhain comme PM? Nou dire BZTD,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Be ki Fer bruno pas Gagne droit Faire coalition avec Navin Ramgoolam,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Ferhat Abbas parski bizen BZTD,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,BZTD,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,B li bon li pas critik li. So lopinion,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Eski Bruneau ine deza critique Paul ek zavier ?,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,MO ti pou content bruno Rama Navin Ramgoolam decendre lor chimer 🔥🔥🔥🔥 LA flame,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Ferhat Abbas garde navin pou ou, 52 ans dinosaur nous pas pou vote",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Tonn déja tann li kritik Paul, Xavier, Parti Malin !!!!? Aret bave dan mine do koné ki p zazé... P envi gagn role organise enn lamars ou ossi...",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Ton Coco si to dire moi.. Combien la marse finn éna ki finn amenn ene resiltat dans faveur lepep... Lerla mo promet toi ki mo pou organiser,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Ton Coco POUR INFO...

ORGANISER
PAR LES
FRANC MACON..

TYLOR EN PERSONNE FINE DONE MOTS D'ORDRE.
MERCI",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Deenarain Lokee au moin peuple inn bouzé et p faire compran noun plein ar sa bann soucer disang la.. Sinon zot continié kass nou L... ek dormi lor zot dé zoreil nou nou guété mem... C enn premier pas... Enn ta p guété pa p fer enn ferfout mais p permet zot kritiké. B lerla péna akenn diférans entre sa bannla ek bann chatwa..,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Deenarain Lokee ouii ine ena changement. Sa ine reveiller 38% creole ki dan maurice, tention to gagne shock.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Eze Gez OK l'avenir pou dire,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Qi faire bisin critique Navin?,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Li n saint dapre toi,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,.pa necessaire n bouteille rhum ek n bouchon suffit pou aste moi .,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"KI TO ETE TOI POU KOZE BRUNO.
ESKI LI COZE TOI?
FAIRE TO SIMAIN FRERE......

LAISSE LEPEP ZIZER!!
ESKI TOI TO MEILLEURE??

PA CASSE DISIK LOR LEDO TO PROSAIN FAIRE TO SIMAIN LI FAIRE POU LI,LEPEP AVA ZIZER A LA FIN.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Eric Jacques Paul LA meme ine Mange mangeur Malheur Perna lamour prope to PA pe trouve cclki LA,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Navin PA bezion person tro Riche sa 🤭PA faire boufon,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Berenger reste 1 veritable player li fer Navin so la kote monte fleche,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Sa pa nous problem nous problem cest met bane voleurs dehors apré nous ava guete pou apré,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,https://defimedia.info/bruneau-laurette-affirme-quil-ne-soutiendra-pas-jugnauth-bodha-et-ramgoolam,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Sylvio Carolin KI Differences???
Entre CACA LICHIEN
EK CACA LI CHIEN...
BOULELL KUMSAAAAA VINE SAINT DU JOUR AU LENDEMAIN???

SI BRUNEAU PROPOSE LI COMME PM.
MO POU MILLITER POU LI..
PAS LES DINOSARES POURRITIRS",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Sylvio Carolin li ti dire ki li pas pou fer politiques... Ki resiltat azordi... Alors mo frère... Lire entre les lignes 😁😅,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Deenarain Lokee et alors? Li ti dir ouiii car ti ena n regroupment lopposition mais kot sa ete? Ou contan ou pa contan li ena n mari la force deriere li, ou pou bien surpris.",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,1 vrai BRUNO.L ...pa gagne droit costè e koz ar ban POLITICIENS puri ki ti dans parlma depi longtemps e ki p fini nou ZOLI PAYS ..1 vrai soldat.. ce rest loin ar ban POLITICIENS puri..,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Soudesh Bissoon,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Tellement to bete to pas realiser ki pas Navin ki au pouvoir alors ki pou critiK r li???! Gopia,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Dan sa ggt pays Kan ou contre bane jugnauth, sa ve dire ou pro navin",1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Shookye Kamlesh malerezma.. Mo contre zot tous.. Ki sa PRAVIN, PAUL, XAVIER ET NAVIN",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Shookye Kamlesh SAAAA N ERREUR MAAARI GRAAAAVE LA TONTON!!!
ANTI NEPOTISTE!!!
ANTI DINOSARES!!!
ANARCHISTE!!!
TOUSALA BEL ET BIEN EXISTER EN ACTIVITER!!!",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Deenarain Lokee ki ou ti voter 2019.,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Shookye Kamlesh indépendant,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Shafick Mungroo avec tou le respect alle pose candidats,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Shookye Kamlesh MO PAS ASSOIFER POUVOIR!!!
MO ASSOIFER JUSTICE.. LA PAIX..
EQUITABILITER MAMA MORIS!!!!
MON MILLITANT DE GAUCHE!!!!!!!
MO LIBERTER PENA PRIX SA!!!!!",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Shookye Kamlesh FAIR KUMA MWA.
KAN PENA CHOIX???
VOTE ZOTS TOUUUUUUS!!!
PENA ZALOUS!!!
APEL SA VOTE DE BOYKOTT!!!",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Shafick Mungroo MO mettre ene gros LA Croix lord buolletin,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,so pli gran linmi se le gouvernment enn intelizan ki reflesi tir enn kout bal pou touy enn sel yev pa de mon ami si ou ou enn pro pravin ou polo avis sa ofisyel pa vinn kritik Bruno koz si zordi nou inn reusi ena enn gro la mass popilatyon inn desann lor koltar nou bizin dir merci Mr Bruno si to senti to bizin repon mwa stp met to apartenens stp,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Armand Court Mo capav Repone pou Camarad lokhee..
ANTI MMM
ANTI MSM
ANTI PMSD
ANTI PTR
ANTI BOUDHAIN..
KISANLA FILE DOSSIERS???
Bruneau KI TI Eter Kan Boudhain ti Minis???
KOT Gagne Finance pou Organise TOUSALA???
Mam OUVERRRRRRR LIZIER???
ENA VAUTOURS
LOUGAROU AFFAMER POU DETRUIRE PAYS LA!!!!
MO TI LA SOLIDAIRE EK BANNES SANS ABRI..
MO TI LA HOTEL ST GOERGE..
MO TI BELLE ROSE..
MO TI LA 11 JULLIET..
MO TI LA 29 AOUT..
MO TI PLAINE VERTE..
MO POU TOUJOURS SOUTENIR C KI P MILLITER POU N MEYER MAMA MORIS.
BRUNEAU BANLA P ESSAYE MANIPULER!!!
NOU PAS POU LAISSE LI ALE DANS TROU.
MERCI",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Shafick Mungroo mwa man si to reusi donn mwa enn lot alternativ mo pou dakor ar tw me la kot ete depi 1978 mo swiv la politik mo partisip dan boukou aktivite politik de goz ziska monn trouv zot tou zot vrai fass pou mw mentalite pa sanze ena zis de alternativ 1 la pes lot le kolera alor ki swa to fer bro to bizin reflesi intelizamen bro e mw monn pens lor la stp mo re deman tw donn mw donn mw enn lot alternatif stp,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Armand Court LI P VINI BIEN DOUCEMENT..
NOUS P ESSAYERRRR MEM POU TROUVE C KI VINE POU PAYS LA..
C KI VINE POU GAGNE BOUTE P DEBARASSER MEM ZOTS KOSTER MEM..
NOUS INFATIGUABLE DEPI 1975 POU LAVENIR NOUS ZENFANTS TIZIL FRERO..",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,"Armand Court KOMIER MANIF FINE ORGANISERRR..
KOMIER LOR COLTAR???
TOUS ZIS DIMANDER KI POU GAGNER!!!
ALALAAAA RESULTAT AZORDI.
TOMEM TO TI INVITER LE DEUX JUIN.
KOT TI ENA 9 ADULTE ET N ZENFANT TI DEFIER LOR COLTAR..
CEST PAR LARGENTS KI FAIR LA FORCE!!!
DIMANDE ANCIENS MILLITANTS EK TI KOSTER KOSTER MILLITANTS FINE FAIR TOUTE N PEP REVER!!!
ENSAM KUMA N VRAI PEP NOU CAPAV RE RE RE ENKOR DE PLUS FORRRRRRT!!!",0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Shafick Mungroo wi mo dakor ar tw bro me fran fran tou la kot ete la nou pa p al dan eleksyon general la nou p bizin dir pinok stop e bour li deor e legalmen servi kuma enn lexzamp bour li dan kaso kuma sa lot parti ki pou vini la li pou bizin reflesi de fwa avan li fann kk sinon dife pou lor li sinon nou dan num 19 nou nou p avoy nou dimoun dan parlment ala mo dir tw Patrick Belcourt sa ki enn stratezi politik frero nou bizin aret kritik tou seki p fight kon la mafia pinoké,1
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Chatwa navin sa,0
https://m.facebook.com/groups/PRENDCOMPTELEPEP/permalink/1058101991362249/,PRENDCOMPTELEPEP,Bruno ena so responsablite avec n grand Le pep kin done zot support Alors ces 100% citoiyen kili bizin soind make it or break it nothing more or less ?,0
